#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-rice-name	rice-symbol	rice-defline
37397332	AT1G03730	AT1G03730.1	AT1G03730.1		PTHR34656,PTHR34656:SF1					LOC_Os12g19860.1		expressed protein
37402698	AT1G03740	AT1G03740.1	AT1G03740.1	PF00069	PTHR24056,PTHR24056:SF202		2.7.11.22,2.7.11.23		GO:0006468,GO:0005524,GO:0004672	LOC_Os01g10430.1		protein kinase family protein, putative, expressed
37402699	AT1G03740	AT1G03740.2	AT1G03740.2	PF00069	PTHR24056,PTHR24056:SF202		2.7.11.22,2.7.11.23		GO:0006468,GO:0005524,GO:0004672	LOC_Os01g10430.1		protein kinase family protein, putative, expressed
37399167	AT1G03750	AT1G03750.1	AT1G03750.1	PF04851,PF00271	PTHR10799,PTHR10799:SF65		3.6.4.12		GO:0016787,GO:0005524,GO:0003677	LOC_Os05g15890.1		SNF2 family N-terminal domain containing protein, expressed
37403081	AT1G03760	AT1G03760.1	AT1G03760.1	PF02996	PTHR15111,PTHR15111:SF0			K17560		LOC_Os01g70330.1		prefoldin subunit family protein, expressed
37394065	AT1G03770	AT1G03770.1	AT1G03770.1	PF00097	PTHR10825,PTHR10825:SF43	KOG0311	6.3.2.19	K10695	GO:0046872	LOC_Os05g41795.1		zinc finger C3HC4 type family protein, putative, expressed
37394063	AT1G03770	AT1G03770.2	AT1G03770.2	PF00097	PTHR10825,PTHR10825:SF43	KOG0311	6.3.2.19	K10695	GO:0046872	LOC_Os05g41795.1		zinc finger C3HC4 type family protein, putative, expressed
37394064	AT1G03770	AT1G03770.3	AT1G03770.3	PF00097	PTHR10825,PTHR10825:SF43	KOG0311	6.3.2.19	K10695	GO:0046872	LOC_Os05g41795.1		zinc finger C3HC4 type family protein, putative, expressed
37394066	AT1G03770	AT1G03770.4	AT1G03770.4	PF00097	PTHR10825,PTHR10825:SF43	KOG0311	6.3.2.19		GO:0046872	LOC_Os05g41795.1		zinc finger C3HC4 type family protein, putative, expressed
37394068	AT1G03770	AT1G03770.5	AT1G03770.5	PF00097	PTHR10825,PTHR10825:SF43	KOG0311	6.3.2.19		GO:0046872	LOC_Os05g41795.1		zinc finger C3HC4 type family protein, putative, expressed
37394067	AT1G03770	AT1G03770.6	AT1G03770.6	PF00097	PTHR10825,PTHR10825:SF43	KOG0311	6.3.2.19		GO:0046872	LOC_Os05g41795.1		zinc finger C3HC4 type family protein, putative, expressed
37395444	AT1G03780	AT1G03780.1	AT1G03780.1	PF12214	PTHR14326,PTHR14326:SF17				GO:0060236,GO:0032147,GO:0005874,GO:0005819	LOC_Os07g32390.1		targeting protein-related, putative, expressed
37395443	AT1G03780	AT1G03780.2	AT1G03780.2	PF06886,PF12214	PTHR14326,PTHR14326:SF17				GO:0060236,GO:0032147,GO:0005874,GO:0005819	LOC_Os07g32390.1		targeting protein-related, putative, expressed
37395442	AT1G03780	AT1G03780.3	AT1G03780.3	PF06886,PF12214	PTHR14326,PTHR14326:SF17			K16812	GO:0060236,GO:0032147,GO:0005874,GO:0005819	LOC_Os07g32390.1		targeting protein-related, putative, expressed
37393403	AT1G03790	AT1G03790.1	AT1G03790.1	PF00642	PTHR14493,PTHR14493:SF53	KOG1595			GO:0046872	LOC_Os05g10670.1		zinc finger CCCH type family protein, putative, expressed
37392356	AT1G03800	AT1G03800.1	AT1G03800.1	PF00847	PTHR31677			K09286	GO:0006355,GO:0003700	LOC_Os01g12440.1		AP2 domain containing protein, expressed
37397369	AT1G03810	AT1G03810.1	AT1G03810.1		PTHR31472,PTHR31472:SF5			K07466		LOC_Os01g55030.1		DNA-binding protein-related, putative, expressed
37401689	AT1G03820	AT1G03820.1	AT1G03820.1		PTHR35274							
37394923	AT1G03830	AT1G03830.1	AT1G03830.1	PF02263,PF02841	PTHR10751,PTHR10751:SF2	KOG2037			GO:0005525,GO:0003924	LOC_Os02g20410.1		GTP binding protein, putative, expressed
37394922	AT1G03830	AT1G03830.2	AT1G03830.2	PF02263,PF02841	PTHR10751,PTHR10751:SF2	KOG2037			GO:0005525,GO:0003924	LOC_Os02g20410.1		GTP binding protein, putative, expressed
37393358	AT1G03840	AT1G03840.1	AT1G03840.1		PTHR10593,PTHR10593:SF26					LOC_Os01g14010.1		ZOS1-05 - C2H2 zinc finger protein, expressed
37393359	AT1G03840	AT1G03840.2	AT1G03840.2		PTHR10593,PTHR10593:SF26					LOC_Os01g14010.1		ZOS1-05 - C2H2 zinc finger protein, expressed
37401790	AT1G03850	AT1G03850.1	AT1G03850.1	PF00462	PTHR10168,PTHR10168:SF111	KOG1752			GO:0045454,GO:0015035,GO:0009055	LOC_Os01g47760.1		OsGrx_I1 - glutaredoxin subgroup III, expressed
37401792	AT1G03850	AT1G03850.2	AT1G03850.2	PF00462	PTHR10168,PTHR10168:SF111	KOG1752			GO:0045454,GO:0015035,GO:0009055	LOC_Os01g47760.1		OsGrx_I1 - glutaredoxin subgroup III, expressed
37401791	AT1G03850	AT1G03850.3	AT1G03850.3		PTHR10168,PTHR10168:SF111					LOC_Os01g13950.1		OsGrx_A1 - glutaredoxin subgroup III, expressed
37396254	AT1G03860	AT1G03860.1	AT1G03860.1	PF01145	PTHR23222,PTHR23222:SF1			K17081	GO:0016020	LOC_Os03g62490.1		prohibitin-2, putative, expressed
37396256	AT1G03860	AT1G03860.2	AT1G03860.2	PF01145	PTHR23222,PTHR23222:SF1	KOG3090			GO:0016020	LOC_Os03g62490.1		prohibitin-2, putative, expressed
37396255	AT1G03860	AT1G03860.3	AT1G03860.3	PF01145	PTHR23222,PTHR23222:SF1			K17081	GO:0016020	LOC_Os03g62490.1		prohibitin-2, putative, expressed
37403641	AT1G03870	AT1G03870.1	AT1G03870.1	PF02469	PTHR32077,PTHR32077:SF6					LOC_Os01g47780.1		fasciclin domain containing protein, expressed
37402170	AT1G03880	AT1G03880.1	AT1G03880.1	PF00190	PTHR31189,PTHR31189:SF1				GO:0045735	LOC_Os01g55690.1		glutelin, putative, expressed
37391800	AT1G03890	AT1G03890.1	AT1G03890.1	PF00190	PTHR31189,PTHR31189:SF1				GO:0045735	LOC_Os08g03410.1		glutelin, putative, expressed
37398745	AT1G03900	AT1G03900.1	AT1G03900.1	PF07933	PTHR12847,PTHR12847:SF3	KOG2500			GO:0016020,GO:0006897	LOC_Os10g33630.2		adaptin ear-binding coat-associated protein 2, putative, expressed
37391581	AT1G03905	AT1G03905.1	AT1G03905.1	PF00005	PTHR12847,PTHR12847:SF6		3.6.3.43	K12608	GO:0016887,GO:0005524	LOC_Os02g56550.1		ABC transporter, ATP-binding protein, putative, expressed
37391583	AT1G03905	AT1G03905.2	AT1G03905.2	PF00005	PTHR12847,PTHR12847:SF6	KOG2355			GO:0016887,GO:0005524	LOC_Os02g56550.1		ABC transporter, ATP-binding protein, putative, expressed
37391584	AT1G03905	AT1G03905.3	AT1G03905.3	PF00005	PTHR12847,PTHR12847:SF6	KOG2355			GO:0016887,GO:0005524	LOC_Os02g56550.1		ABC transporter, ATP-binding protein, putative, expressed
37391582	AT1G03905	AT1G03905.4	AT1G03905.4	PF00005	PTHR12847,PTHR12847:SF6	KOG2355			GO:0016887,GO:0005524	LOC_Os02g56550.1		ABC transporter, ATP-binding protein, putative, expressed
37403579	AT1G03910	AT1G03910.1	AT1G03910.1	PF10312,PF09732	PTHR21737,PTHR21737:SF4				GO:0005515	LOC_Os03g58590.1		expressed protein
37403578	AT1G03910	AT1G03910.2	AT1G03910.2	PF10312,PF09732	PTHR21737,PTHR21737:SF4				GO:0005515	LOC_Os03g58590.1		expressed protein
37391828	AT1G03920	AT1G03920.1	AT1G03920.1	PF00433,PF07714	PTHR24356,PTHR24356:SF164		2.7.11.1		GO:0006468,GO:0005524,GO:0004674,GO:0004672	LOC_Os05g43570.1		AGC_AGC_other_NDRh_TRCd.2 - ACG kinases include homologs to PKA, PKG and PKC, expressed
37391829	AT1G03920	AT1G03920.2	AT1G03920.2	PF00433,PF07714	PTHR24356,PTHR24356:SF164		2.7.11.1		GO:0006468,GO:0005524,GO:0004674,GO:0004672	LOC_Os05g43570.1		AGC_AGC_other_NDRh_TRCd.2 - ACG kinases include homologs to PKA, PKG and PKC, expressed
37391827	AT1G03920	AT1G03920.3	AT1G03920.3	PF00433,PF07714	PTHR24356,PTHR24356:SF164		2.7.11.1		GO:0006468,GO:0005524,GO:0004674,GO:0004672	LOC_Os05g43570.3		AGC_AGC_other_NDRh_TRCd.2 - ACG kinases include homologs to PKA, PKG and PKC, expressed
37393943	AT1G03930	AT1G03930.1	AT1G03930.1	PF00069	PTHR11909,PTHR11909:SF114		2.7.11.1		GO:0006468,GO:0005524,GO:0004672	LOC_Os02g56560.1		CK1_CaseinKinase_1.6 - CK1 includes the casein kinase 1 kinases, expressed
37398367	AT1G03940	AT1G03940.1	AT1G03940.1	PF02458	PTHR31625,PTHR31625:SF2				GO:0016747	LOC_Os02g57480.1		transferase family protein, putative, expressed
37399801	AT1G03950	AT1G03950.1	AT1G03950.1	PF03357	PTHR10476,PTHR10476:SF15	KOG3230		K12192	GO:0007034	LOC_Os10g33660.1		SNF7 domain containing protein, putative, expressed
37402787	AT1G03960	AT1G03960.1	AT1G03960.1	PF13499	PTHR14095,PTHR14095:SF6			K11583		LOC_Os10g33680.1		serine/threonine-protein phosphatase 2A regulatory subunit B subunitbeta, putative, expressed
37402790	AT1G03960	AT1G03960.2	AT1G03960.2	PF13499	PTHR14095,PTHR14095:SF6					LOC_Os10g33680.1		serine/threonine-protein phosphatase 2A regulatory subunit B subunitbeta, putative, expressed
37402791	AT1G03960	AT1G03960.3	AT1G03960.3	PF13499	PTHR14095,PTHR14095:SF6					LOC_Os10g33680.1		serine/threonine-protein phosphatase 2A regulatory subunit B subunitbeta, putative, expressed
37402792	AT1G03960	AT1G03960.4	AT1G03960.4	PF13499	PTHR14095,PTHR14095:SF6					LOC_Os10g33680.1		serine/threonine-protein phosphatase 2A regulatory subunit B subunitbeta, putative, expressed
37402788	AT1G03960	AT1G03960.5	AT1G03960.5	PF13499	PTHR14095,PTHR14095:SF6					LOC_Os10g33680.1		serine/threonine-protein phosphatase 2A regulatory subunit B subunitbeta, putative, expressed
37402789	AT1G03960	AT1G03960.6	AT1G03960.6	PF13499	PTHR14095,PTHR14095:SF6					LOC_Os10g33680.1		serine/threonine-protein phosphatase 2A regulatory subunit B subunitbeta, putative, expressed
37402793	AT1G03960	AT1G03960.7	AT1G03960.7	PF13499	PTHR14095,PTHR14095:SF6	KOG0034,KOG0027				LOC_Os10g33680.1		serine/threonine-protein phosphatase 2A regulatory subunit B subunitbeta, putative, expressed
37403616	AT1G03970	AT1G03970.1	AT1G03970.1	PF00170	PTHR22952,PTHR22952:SF184			K14432	GO:0043565,GO:0006355,GO:0003700	LOC_Os01g64730.1		bZIP transcription factor domain containing protein, expressed
37395499	AT1G03980	AT1G03980.1	AT1G03980.1	PF05023,PF09328	PTHR33447,PTHR33447:SF2		2.3.2.15		GO:0046938,GO:0046872,GO:0016756,GO:0010038	LOC_Os06g01260.1		glutathione gamma-glutamylcysteinyltransferase 1, putative, expressed
37395496	AT1G03980	AT1G03980.2	AT1G03980.2	PF05023,PF09328	PTHR33447,PTHR33447:SF2		2.3.2.15	K05941	GO:0046938,GO:0046872,GO:0016756,GO:0010038	LOC_Os06g01260.1		glutathione gamma-glutamylcysteinyltransferase 1, putative, expressed
37395497	AT1G03980	AT1G03980.3	AT1G03980.3	PF09328,PF05023	PTHR33447,PTHR33447:SF2		2.3.2.15	K05941	GO:0046938,GO:0046872,GO:0016756,GO:0010038	LOC_Os06g01260.1		glutathione gamma-glutamylcysteinyltransferase 1, putative, expressed
37395498	AT1G03980	AT1G03980.4	AT1G03980.4	PF09328,PF05023	PTHR33447,PTHR33447:SF2		2.3.2.15		GO:0046938,GO:0046872,GO:0016756,GO:0010038	LOC_Os06g01260.1		glutathione gamma-glutamylcysteinyltransferase 1, putative, expressed
37400226	AT1G03982	AT1G03982.1	AT1G03982.1	PF00786	PTHR23177					LOC_Os04g53580.1		P21-Rho-binding domain containing protein, putative, expressed
37395199	AT1G03990	AT1G03990.1	AT1G03990.1	PF13450,PF05199	PTHR10668,PTHR10668:SF81		1.1.3.20	K17756	GO:0055114,GO:0016614	LOC_Os02g40840.1		alcohol oxidase, putative, expressed
37392560	AT1G04000	AT1G04000.1	AT1G04000.1		PTHR34657,PTHR34657:SF2					LOC_Os04g43310.1		expressed protein
37392267	AT1G04010	AT1G04010.1	AT1G04010.1	PF02450	PTHR11440,PTHR11440:SF7	KOG2369	2.3.1.158,2.3.1.23		GO:0008374,GO:0006629	LOC_Os02g56910.1		lecithine cholesterol acyltransferase, putative, expressed
37402190	AT1G04020	AT1G04020.1	AT1G04020.1	PF13920,PF13771,PF00533	PTHR13763		6.3.2.19	K10683		LOC_Os04g43300.1		BRCA1 C Terminus domain containing protein, expressed
37402191	AT1G04020	AT1G04020.2	AT1G04020.2	PF13920,PF13771,PF00533	PTHR13763		6.3.2.19	K10683		LOC_Os04g43300.1		BRCA1 C Terminus domain containing protein, expressed
37392948	AT1G04030	AT1G04030.1	AT1G04030.1		PTHR33318,PTHR33318:SF4					LOC_Os04g43230.1		expressed protein
37392949	AT1G04030	AT1G04030.2	AT1G04030.2		PTHR33318,PTHR33318:SF4					LOC_Os04g43230.1		expressed protein
37399254	AT1G04040	AT1G04040.1	AT1G04040.1	PF03767	PTHR31284,PTHR31284:SF15		3.1.3.2		GO:0003993	LOC_Os06g04790.1		HAD superfamily phosphatase, putative, expressed
37402474	AT1G04050	AT1G04050.1	AT1G04050.1	PF05033,PF00856,PF10440	PTHR22884,PTHR22884:SF366	KOG1082	2.1.1.43		GO:0034968,GO:0018024,GO:0008270,GO:0005634,GO:0005515	LOC_Os02g40770.1		SET domain containing protein, expressed
37402475	AT1G04050	AT1G04050.2	AT1G04050.2	PF05033,PF00856,PF10440	PTHR22884,PTHR22884:SF366	KOG1082	2.1.1.43		GO:0034968,GO:0018024,GO:0008270,GO:0005634,GO:0005515	LOC_Os02g40770.1		SET domain containing protein, expressed
37402476	AT1G04050	AT1G04050.3	AT1G04050.3	PF05033,PF00856	PTHR22884,PTHR22884:SF366	KOG1082	2.1.1.43		GO:0034968,GO:0018024,GO:0008270,GO:0005634,GO:0005515	LOC_Os02g40770.2		SET domain containing protein, expressed
37393715	AT1G04070	AT1G04070.1	AT1G04070.1		PTHR12504	KOG4111				LOC_Os02g29400.1		expressed protein
37398561	AT1G04080	AT1G04080.1	AT1G04080.1		PTHR17204,PTHR17204:SF5			K13217		LOC_Os03g11200.1		pre-mRNA-processing factor 39, putative, expressed
37398563	AT1G04080	AT1G04080.2	AT1G04080.2		PTHR17204,PTHR17204:SF5			K13217		LOC_Os03g11200.1		pre-mRNA-processing factor 39, putative, expressed
37398560	AT1G04080	AT1G04080.3	AT1G04080.3		PTHR17204,PTHR17204:SF5			K13217		LOC_Os03g11200.1		pre-mRNA-processing factor 39, putative, expressed
37398562	AT1G04080	AT1G04080.4	AT1G04080.4		PTHR17204,PTHR17204:SF5			K13217		LOC_Os03g11200.1		pre-mRNA-processing factor 39, putative, expressed
37398564	AT1G04080	AT1G04080.5	AT1G04080.5		PTHR17204,PTHR17204:SF5	KOG1258				LOC_Os03g11200.1		pre-mRNA-processing factor 39, putative, expressed
37401916	AT1G04090	AT1G04090.1	AT1G04090.1	PF06101	PTHR17204,PTHR17204:SF30					LOC_Os03g04930.1		expressed protein
37399496	AT1G04100	AT1G04100.1	AT1G04100.1	PF02309	PTHR31734,PTHR31734:SF6			K14484	GO:0006355,GO:0005634	LOC_Os02g57250.1		OsIAA10 - Auxin-responsive Aux/IAA gene family member, expressed
37397766	AT1G04105	AT1G04105.1	AT1G04105.1									
37396213	AT1G04110	AT1G04110.1	AT1G04110.1	PF02225,PF05922,PF00082	PTHR10795,PTHR10795:SF350		3.4.14.10		GO:0006508,GO:0004252	LOC_Os03g04950.1		OsSub26 - Putative Subtilisin homologue, expressed
37391886	AT1G04120	AT1G04120.1	AT1G04120.1	PF00005,PF00664	PTHR24223,PTHR24223:SF189		3.6.3.44		GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810	LOC_Os03g04920.1		multidrug resistance-associated protein, putative, expressed
37391887	AT1G04120	AT1G04120.2	AT1G04120.2	PF00005,PF00664	PTHR24223,PTHR24223:SF189		3.6.3.44		GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810	LOC_Os03g04920.1		multidrug resistance-associated protein, putative, expressed
37391888	AT1G04120	AT1G04120.3	AT1G04120.3	PF00005,PF00664	PTHR24223,PTHR24223:SF189		3.6.3.44		GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810	LOC_Os03g04920.1		multidrug resistance-associated protein, putative, expressed
37400846	AT1G04130	AT1G04130.1	AT1G04130.1	PF13414	PTHR22904,PTHR22904:SF312	KOG0551				LOC_Os03g53910.1		tetratricopeptide repeat domain containing protein, expressed
37400847	AT1G04130	AT1G04130.2	AT1G04130.2		PTHR22904,PTHR22904:SF312					LOC_Os03g53910.1		tetratricopeptide repeat domain containing protein, expressed
37391522	AT1G04140	AT1G04140.1	AT1G04140.1	PF00400	PTHR22874,PTHR22874:SF4	KOG0266		K17985	GO:0005515	LOC_Os09g12550.1		WD domain, G-beta repeat domain containing protein, expressed
37391521	AT1G04140	AT1G04140.2	AT1G04140.2	PF00400	PTHR22874,PTHR22874:SF4	KOG0266		K17985	GO:0005515	LOC_Os09g12550.1		WD domain, G-beta repeat domain containing protein, expressed
37402660	AT1G04150	AT1G04150.1	AT1G04150.1	PF00168,PF08372	PTHR10024,PTHR10024:SF253				GO:0005515	LOC_Os02g57090.1		anthranilate phosphoribosyltransferase, putative, expressed
37403513	AT1G04160	AT1G04160.1	AT1G04160.1	PF02736,PF01843,PF00612,PF00063	PTHR13140,PTHR13140:SF256		3.6.4.1	K10357	GO:0016459,GO:0005524,GO:0003774,GO:0005515	LOC_Os06g29350.1		myosin, putative, expressed
37403514	AT1G04160	AT1G04160.2	AT1G04160.2	PF02736,PF01843,PF00612,PF00063	PTHR13140,PTHR13140:SF256		3.6.4.1		GO:0016459,GO:0005524,GO:0003774,GO:0005515	LOC_Os06g29350.1		myosin, putative, expressed
37403449	AT1G04170	AT1G04170.1	AT1G04170.1	PF03144,PF00009,PF09173	PTHR23115,PTHR23115:SF164		3.6.5.3	K03242	GO:0005525	LOC_Os12g41400.1		eukaryotic translation initiation factor 2 subunit gamma, putative, expressed
37403450	AT1G04170	AT1G04170.2	AT1G04170.2	PF03144,PF00009,PF09173	PTHR23115,PTHR23115:SF164		3.6.5.3	K03242	GO:0005525	LOC_Os12g41400.1		eukaryotic translation initiation factor 2 subunit gamma, putative, expressed
37392354	AT1G04180	AT1G04180.1	AT1G04180.1	PF13434	PTHR23023,PTHR23023:SF83	KOG1399	1.14.13.168	K11816		LOC_Os04g03980.1		flavin monooxygenase, putative, expressed
37402714	AT1G04190	AT1G04190.1	AT1G04190.1	PF00515,PF13414	PTHR22904,PTHR22904:SF289	KOG2449			GO:0005515	LOC_Os12g41190.1		tetratricopeptide repeat domain containing protein, expressed
37394044	AT1G04200	AT1G04200.1	AT1G04200.1	PF09742	PTHR12895,PTHR12895:SF9	KOG2225				LOC_Os01g56630.1		dymeclin, putative, expressed
37394046	AT1G04200	AT1G04200.2	AT1G04200.2	PF09742	PTHR12895,PTHR12895:SF9	KOG2225				LOC_Os01g56630.1		dymeclin, putative, expressed
37394045	AT1G04200	AT1G04200.3	AT1G04200.3	PF09742	PTHR12895,PTHR12895:SF9	KOG2225				LOC_Os01g56630.1		dymeclin, putative, expressed
37399692	AT1G04210	AT1G04210.1	AT1G04210.1	PF13855,PF14381,PF07714	PTHR24359,PTHR24359:SF20	KOG0192	2.7.11.1		GO:0005515,GO:0006468,GO:0004672	LOC_Os03g53250.1		expressed protein
37399517	AT1G04220	AT1G04220.1	AT1G04220.1	PF08541,PF08392	PTHR31561,PTHR31561:SF25		2.3.1.199	K15397	GO:0016747,GO:0008610,GO:0016020,GO:0006633	LOC_Os05g49900.1		3-ketoacyl-CoA synthase, putative, expressed
37391897	AT1G04230	AT1G04230.1	AT1G04230.1	PF10153	PTHR33911	KOG4484				LOC_Os03g58340.1		expressed protein
37391898	AT1G04230	AT1G04230.2	AT1G04230.2	PF10153	PTHR33911	KOG4484				LOC_Os03g58340.1		expressed protein
37396930	AT1G04240	AT1G04240.1	AT1G04240.1	PF02309	PTHR31734,PTHR31734:SF11			K14484	GO:0006355,GO:0005634	LOC_Os12g40900.1		OsIAA31 - Auxin-responsive Aux/IAA gene family member, expressed
37396929	AT1G04240	AT1G04240.2	AT1G04240.2	PF02309	PTHR31734,PTHR31734:SF11			K14484	GO:0006355,GO:0005634	LOC_Os12g40900.1		OsIAA31 - Auxin-responsive Aux/IAA gene family member, expressed
37395989	AT1G04250	AT1G04250.1	AT1G04250.1	PF02309	PTHR31734,PTHR31734:SF30			K14484	GO:0006355,GO:0005634	LOC_Os03g43400.1		OsIAA11 - Auxin-responsive Aux/IAA gene family member, expressed
37399109	AT1G04260	AT1G04260.1	AT1G04260.1	PF03208	PTHR19317,PTHR19317:SF7	KOG3142				LOC_Os05g39670.1		prenylated rab acceptor, putative, expressed
37403632	AT1G04270	AT1G04270.1	AT1G04270.1	PF00203	PTHR11880,PTHR11880:SF10	KOG0898		K02958	GO:0006412,GO:0005840,GO:0003735	LOC_Os07g08660.1		40S ribosomal protein S15, putative, expressed
37403633	AT1G04270	AT1G04270.2	AT1G04270.2	PF00203	PTHR11880,PTHR11880:SF10	KOG0898		K02958	GO:0006412,GO:0005840,GO:0003735	LOC_Os07g08660.1		40S ribosomal protein S15, putative, expressed
37393292	AT1G04280	AT1G04280.1	AT1G04280.1	PF06414	PTHR31153,PTHR31153:SF3				GO:0016301,GO:0005524	LOC_Os05g43300.1		expressed protein
37393293	AT1G04280	AT1G04280.2	AT1G04280.2	PF06414	PTHR31153,PTHR31153:SF3				GO:0016301,GO:0005524	LOC_Os05g43300.1		expressed protein
37402207	AT1G04290	AT1G04290.1	AT1G04290.1	PF03061	PTHR21660,PTHR21660:SF6	KOG3328	3.1.2.20	K17362		LOC_Os01g65950.1		thioesterase family protein, putative, expressed
37402208	AT1G04290	AT1G04290.2	AT1G04290.2	PF03061	PTHR21660,PTHR21660:SF6		3.1.2.20			LOC_Os01g65950.1		thioesterase family protein, putative, expressed
37393043	AT1G04300	AT1G04300.1	AT1G04300.1	PF00917	PTHR26379,PTHR26379:SF164				GO:0005515	LOC_Os12g40520.1		MATH domain containing protein, expressed
37393046	AT1G04300	AT1G04300.2	AT1G04300.2	PF00917					GO:0005515	LOC_Os12g40520.1		MATH domain containing protein, expressed
37393042	AT1G04300	AT1G04300.3	AT1G04300.3	PF00917	PTHR26379,PTHR26379:SF164				GO:0005515	LOC_Os12g40520.1		MATH domain containing protein, expressed
37393044	AT1G04300	AT1G04300.4	AT1G04300.4	PF00917	PTHR26379,PTHR26379:SF164				GO:0005515	LOC_Os12g40520.1		MATH domain containing protein, expressed
37393045	AT1G04300	AT1G04300.5	AT1G04300.5	PF00917					GO:0005515	LOC_Os12g40520.1		MATH domain containing protein, expressed
37393047	AT1G04300	AT1G04300.6	AT1G04300.6							LOC_Os12g40520.1		MATH domain containing protein, expressed
37391177	AT1G04310	AT1G04310.1	AT1G04310.1	PF01590	PTHR24423,PTHR24423:SF530	KOG0519	2.7.11.1	K14509	GO:0005515	LOC_Os02g57530.3		ethylene receptor, putative, expressed
37391176	AT1G04310	AT1G04310.2	AT1G04310.2	PF01590	PTHR24423,PTHR24423:SF530	KOG0519	2.7.11.1	K14509	GO:0005515	LOC_Os02g57530.3		ethylene receptor, putative, expressed
37392694	AT1G04330	AT1G04330.1	AT1G04330.1		PTHR33912,PTHR33912:SF2							
37393600	AT1G04340	AT1G04340.1	AT1G04340.1	PF05514	PTHR31474,PTHR31474:SF4					LOC_Os04g10240.1		nicotiana lesion-inducing like, putative, expressed
37397619	AT1G04350	AT1G04350.1	AT1G04350.1	PF14226,PF03171	PTHR10209,PTHR10209:SF122	KOG0143			GO:0055114,GO:0016491	LOC_Os03g48430.1		1-aminocyclopropane-1-carboxylate oxidase homolog 4, putative, expressed
37396764	AT1G04360	AT1G04360.1	AT1G04360.1	PF13639	PTHR14155,PTHR14155:SF178				GO:0008270,GO:0005515	LOC_Os02g57460.1		RING-H2 finger protein ATL5G, putative, expressed
37395790	AT1G04370	AT1G04370.1	AT1G04370.1	PF00847	PTHR31677,PTHR31677:SF3				GO:0006355,GO:0003700	LOC_Os09g39810.1		AP2 domain containing protein, expressed
37396888	AT1G04380	AT1G04380.1	AT1G04380.1	PF14226,PF03171	PTHR10209,PTHR10209:SF122	KOG0143			GO:0055114,GO:0016491	LOC_Os04g10350.1		1-aminocyclopropane-1-carboxylate oxidase homolog 2, putative, expressed
37396889	AT1G04380	AT1G04380.2	AT1G04380.2	PF14226,PF03171	PTHR10209,PTHR10209:SF122	KOG0143			GO:0055114,GO:0016491	LOC_Os03g48430.1		1-aminocyclopropane-1-carboxylate oxidase homolog 4, putative, expressed
37394228	AT1G04390	AT1G04390.1	AT1G04390.1	PF00651	PTHR35918,PTHR35918:SF1				GO:0005515	LOC_Os06g46240.1		BTB/POZ domain containing protein, putative, expressed
37395772	AT1G04400	AT1G04400.1	AT1G04400.1	PF00875,PF03441	PTHR11455,PTHR11455:SF24		4.1.99.3	K12119		LOC_Os02g41550.3		FAD binding domain of DNA photolyase domain containing protein, expressed
37395773	AT1G04400	AT1G04400.2	AT1G04400.2	PF00875,PF03441	PTHR11455,PTHR11455:SF24		4.1.99.3	K12119		LOC_Os02g41550.2		FAD binding domain of DNA photolyase domain containing protein, expressed
37393500	AT1G04410	AT1G04410.1	AT1G04410.1	PF00056,PF02866	PTHR23382,PTHR23382:SF7		1.1.1.37	K00025	GO:0055114,GO:0016491,GO:0016616,GO:0016615,GO:0006108	LOC_Os10g33800.1		lactate/malate dehydrogenase, putative, expressed
37394675	AT1G04420	AT1G04420.1	AT1G04420.1	PF00248	PTHR11732,PTHR11732:SF255	KOG1575				LOC_Os03g41510.2		oxidoreductase, aldo/keto reductase family protein, putative, expressed
37394724	AT1G04430	AT1G04430.1	AT1G04430.1	PF03141	PTHR10108,PTHR10108:SF704		2.1.1.103		GO:0008168	LOC_Os10g33720.3		methyltransferase, putative, expressed
37394726	AT1G04430	AT1G04430.2	AT1G04430.2	PF03141	PTHR10108,PTHR10108:SF704		2.1.1.103		GO:0008168	LOC_Os10g33720.1		methyltransferase, putative, expressed
37394725	AT1G04430	AT1G04430.3	AT1G04430.3	PF03141	PTHR10108,PTHR10108:SF704		2.1.1.103		GO:0008168	LOC_Os10g33720.3		methyltransferase, putative, expressed
37395847	AT1G04440	AT1G04440.1	AT1G04440.1	PF00069	PTHR11909,PTHR11909:SF178	KOG1163	2.7.11.1	K00924	GO:0006468,GO:0005524,GO:0004672	LOC_Os02g56560.1		CK1_CaseinKinase_1.6 - CK1 includes the casein kinase 1 kinases, expressed
37402645	AT1G04445	AT1G04445.1	AT1G04445.1									
37402644	AT1G04445	AT1G04445.2	AT1G04445.2									
37395840	AT1G04450	AT1G04450.1	AT1G04450.1	PF00786	PTHR23177,PTHR23177:SF8					LOC_Os02g56580.1		P21-Rho-binding domain containing protein, putative, expressed
37391508	AT1G04455	AT1G04455.1	AT1G04455.1									
37402961	AT1G04470	AT1G04470.1	AT1G04470.1	PF05664	PTHR31280,PTHR31280:SF1					LOC_Os03g04560.1		expressed protein
